F1,site.year,MxDAT,MnDAT,MxDMT,MnDMT,MnDNT,NDNT,MxWMT,MxWAT,CDD,WAT5,WAT25,WAT50,WAT75,WAT95,MA7d_DMT,MA7d_DAT,DELTA_MAX,SIGMA_MN,SIGMA_MIN,SIGMA_MAX,CV_MN,CV_MIN,CV_MAX,RNG,SUM_13,SUM_18,SUM_20,SUM7d_13,SUM7d_18,SUM_event13,SUM_event18,SUM_MA7d_13,SUM_MA7d_18,SUM_MA7d_20,DUR_mx13,DUR_mn13,DUR_mx18,DUR_mn18,DUR_mx20,DUR_mn20,MxDMT_jd,MA7d_DMT_jd,WDMT_jd,D_RNG,site,year,Intercept,Slope,sw_begin,sw_end
1,Anchor_2004,18.584375,14.6553188521951,9.30797839905936,6.99071208357682,1.95499858219084,0.84077771337706,7.7982155736109,16.9029017871429,1201.73614588,11.6536160707143,13.7539211321429,15.44919643,16.1149702385714,16.8593452392857,7.7982155736109,18.06671131,7.37230125142102,4.29929214391601,0.1823948722662,0.954315320616,0.14148265690852,0.21845393174508,0.13974122054328,8.4672006856823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.03571350138598,Anchor,2004,7.02561326111371,0.03902662706435,152,236
2,Anchor_2005,17.48416667,14.259419118,9.49766158983416,6.98005316591425,1.98816329974011,0.84504334360708,7.60477828284591,16.4057738085714,1212.05062503,12.5517485128571,13.5442038692857,14.1462053571429,15.4828348228571,16.2639062492857,7.63701182912217,16.9772023814286,7.57037362958644,2.79087122493778,0.17805381028652,1.02349868599509,0.11715695211928,0.2122382144044,0.14493888437275,8.65261824622707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.99188986617414,Anchor,2005,10.6871773830729,0.01841361719034,152,236
3,Anchor_2006,14.97364583,11.7996384803882,9.64916688109488,7.10903778085584,1.97523320426815,0.80395143965476,7.45461920195021,14.0890327385714,1002.969270833,9.8776413685,10.7379315483571,12.3822619042857,13.2285416671429,13.826636905,7.66905779473022,14.0890327385714,8.64352881898358,2.87411251326159,0.34488810749559,0.99053796543366,0.14367565352428,0.29731767773304,0.13999893781314,8.84521544144011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.1338045765877,Anchor,2006,7.13739391963428,0.02403218845749,152,236
4,Anchor_2007,16.438125,12.4025477935882,8.89565477419858,6.95318790256919,2.08973558225373,0.86829763813305,7.59358821139453,14.0233630957143,1054.216562455,10.1162532244262,11.9177752960714,12.6557514871429,13.7308072907143,13.9877031252143,7.59358821139453,14.9292559528571,6.85652283447706,4.1715874425688,0.23536340887652,1.01127851426814,0.16467958597368,0.23215504999746,0.14462768152612,8.02735713606552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.86345232031546,Anchor,2007,5.27346167474644,0.03674786659196,152,236
5,Anchor_2009,16.61383333,11.9774194854471,10.8102766807107,6.91754040000653,1.98461611136557,0.42647707603965,7.27953655325542,15.7679806542857,1018.080656263,8.63011809240357,11.5781242567857,12.0056956842857,12.21955134,15.3590491069286,7.62479901111873,15.85954613,8.96858133113617,4.48535666462252,0.30510265400862,1.39769235352898,0.17682156548612,0.27832132292479,0.17090473310824,10.383799604671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.93292428864096,Anchor,2009,8.21822341543123,0.01937729932997,152,236
6,Anchor_2011,15.39640625,11.8889602938706,9.02484204541817,6.99553137881835,2.04520510844618,0.91656842917705,7.76140290803786,14.0775803571429,1010.561624979,9.55220907664286,11.8921346735714,12.3432306528571,12.9400215764286,13.7550290178571,7.80328632144607,14.1931309528571,7.79014601311663,2.96703740212754,0.23298340732463,0.93618746266998,0.14488306799812,0.23600740376344,0.13831226755967,8.10827361624112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.95032627037216,Anchor,2011,6.74760912121245,0.02650181016834,152,236
7,Anchor_2012,15.10204167,11.0626687745357,9.67574079585182,6.81290407337468,1.99285975898505,1.00213935412058,7.40904901317819,13.3844613085714,929.264177061,8.74871056535714,10.4615721728571,11.2740104175714,12.2040870523571,12.9498251485714,7.51602833318363,13.47922619,7.65610438751467,3.3747543193947,0.25812385749668,1.18908004845972,0.16605852326588,0.25493962089022,0.16005648385739,8.67360144173124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.82004431438963,Anchor,2012,4.16312927387467,0.03547321080031,152,236
8,Anchor_2013,16.99951042,12.4834189953059,9.02134699449252,6.95666269556431,2.00160835763201,0.71779944724825,7.54244562583265,15.9502872028571,1061.090614601,9.16708169545,11.4680472464286,12.3339516385714,13.6007946421429,15.8903985875714,7.60890331671948,16.3813750014286,7.35029204879354,7.20385570652645,0.27133448999315,1.28579710364319,0.21500519579919,0.26023960735753,0.1629991257786,8.30354754724426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.9550543379323,Anchor,2013,4.25869739163748,0.04239547218385,152,236
9,Anchor_2014,15.90846875,12.5765346814941,10.0557423688819,6.97029872334924,2.00034807010106,0.88744749143003,7.4735268113273,14.7558139871429,1069.005447927,10.1566080353357,11.0172332588571,12.7992708342857,13.9087131685714,14.549880729,7.87961523069679,15.1616264885714,8.07594283369536,3.46390257024189,0.24262867027471,1.28324649258369,0.14798641220777,0.24624390374696,0.16251881688764,9.16829487745183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.96995065324819,Anchor,2014,5.36372192576704,0.03717944719446,152,236
10,Beaver_2008,14.1378125,11.6635130205,8.77249285346043,7.04990904087952,1.97672383781119,0.49798519911678,7.32906148022193,12.6362648814286,466.54052082,11.3382142845714,11.38875,11.6936755942857,11.9668898814286,12.5023898814286,7.61442756436276,13.0554910728571,7.28867730524681,0.76703926883887,0.24408268649639,0.87763320325267,0.07508953599315,0.24993235869817,0.13288409683954,8.27450765434365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.07318520306833,Beaver,2008,22.6707016420583,-0.04969379725767,205,258
11,Beaver_2009,12.68072917,11.5954727567436,9.32133393302204,7.26171619722715,2.00229984907834,1.02030732874832,7.78159855108875,12.0953125014286,452.223437513,10.8633839280571,11.5275744042857,11.74154762,11.9925595242857,12.074761906,7.83950929892919,12.1885565485714,7.81941367815438,0.42522058768161,0.17488164031515,1.04888128857951,0.05623655156472,0.20885409478003,0.14103402391735,8.30102660427372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.25941634814881,Beaver,2009,22.9032922698371,-0.05085644575555,205,258
12,Beaver_2010,13.71708333,11.7411805552051,9.02705600379976,6.89668735494894,1.89419502709644,0.70618985315224,7.48532316974914,13.08455357,457.906041653,11.2294851205714,11.2996875,11.9734077371429,11.9874255942857,12.8651279748571,7.48532316974914,13.08455357,7.01898812130556,0.88863192632222,0.31084377145916,0.93961121397139,0.08028773191244,0.29433803940027,0.14055087606173,8.32086615064751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.0024923278525,Beaver,2010,22.4794624288424,-0.04839469778509,205,258
13,Beaver_2011,13.653125,12.0304620723077,9.40122210197122,7.17326626949766,1.94213814429131,0.89529800502528,7.62427811214269,12.6697619028571,469.18802082,11.722729168,11.91186012,12.18205357,12.4915922614286,12.6341279745714,7.69348459608056,13.1180654742857,7.04644403652191,0.62921482279946,0.19647378753673,0.98524366158562,0.06593517515783,0.22822971642427,0.13837412025642,8.50592409694594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.23112812520634,Beaver,2011,28.0508115474645,-0.07202052757732,205,258
14,Beaver_2012,14.5678125,12.559098958,8.78152447478717,7.07062317233161,1.97857273335278,1.08364159355875,7.23244813148804,13.4999826383333,502.36395832,11.3439341503571,11.7782477664286,12.9166517864286,13.1709486610714,13.4383612348214,7.54895507815313,13.7906696442857,7.00261874042377,1.17110733690392,0.18199857305912,0.77360388786231,0.08616678090262,0.21561648988629,0.12439462913049,7.69788288122843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.09205043897883,Beaver,2012,37.2629946040318,-0.11098406629811,205,258
15,Beaver_2013,15.77145833,13.1280662392308,8.36630860884751,6.67108962914063,2.05814680724695,1.08497815384126,7.18383727737224,15.0328422628571,511.99458333,11.6320863085714,12.4093005942857,12.6371428585714,12.7704315471429,14.5803601197143,7.35195615299243,15.4690773814286,6.46473861029557,2.06587240059397,0.24249476075598,0.9070724901882,0.10948408357054,0.23926260686595,0.14276581281584,7.28133045500624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.61294282189368,Beaver,2013,33.6524915172365,-0.09122421541642,205,258
16,Chuitna_2008,15.73,12.69825,9.39057669996185,6.95838328918471,2.04740985789573,1.03223714565833,7.28767491727542,13.2385714285714,507.93,12.61,12.7471428571429,13.0171428571429,13.1728571428571,13.2254285714286,7.55854386854013,13.8957142857143,7.96348185843667,1.34733275641026,0.27764098148264,0.99876199897597,0.0914099688914,0.25735759858765,0.14362255803611,8.35833955430352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.91097343128899,Chuitna,2008,18.700826395313,-0.02781251927227,205,250
17,Chuitna_2010,14.2,11.6746153846154,8.39082051104259,6.59531746610983,1.95233211783276,0.81494326702569,6.90060281656349,12.9957142857143,455.31,11.1454285714286,11.1557142857143,11.5085714285714,12.1857142857143,12.8337142857143,7.13068640080197,13.0842857142857,7.5758772440169,0.96265708502024,0.24756026177742,0.73131777295567,0.0840413894477,0.25485124978866,0.1296633861084,7.5758772440169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.64298534827706,Chuitna,2010,14.7292414431082,-0.01363737280296,205,250
18,Chuitna_2011,16.4509375,12.6813242517949,8.54688133441627,6.97801793899784,2.03169314870414,0.80060879667235,7.35181233788513,14.5276249985714,494.57164582,11.620313692,12.0069553571429,13.0193139871429,13.3287976185714,14.2878595225714,7.69400934255794,15.4677589271429,7.25231254961059,2.90946340148659,0.29415532853105,0.60674544779987,0.1345060570958,0.26695019588995,0.11162749570959,7.74627253774392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.9463247902937,Chuitna,2011,36.1834604714455,-0.10537727986426,205,250
19,Chuitna_2015,19.00733333,15.5226207260513,9.1061893617618,7.11679689630877,2.05237708090279,0.27474878824643,7.60549965426084,18.62725595,605.382208316,13.5619821425714,14.4115059528571,15.8400476185714,16.36327381,18.174459522,7.62183936176719,18.62725595,7.99039535189734,5.76641655231397,0.51050966292505,1.32108237435348,0.15469916143867,0.34813270710291,0.16150291943242,8.83144057351536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.06441981540598,Chuitna,2015,56.5511903553839,-0.18375682494301,205,250
20,Deception_2008,12.41495833,10.4062289128537,9.18945599237245,7.24389674927201,1.84911104178185,0.71218445864461,7.76681955072211,10.7733055561667,426.655385427,9.50965885407143,10.5014296879286,10.6800081842857,10.70722507525,10.7585881703393,8.30495957938479,11.1448705342857,8.13321344797735,0.77058070139607,0.25895047564264,1.36498115481156,0.08435594383501,0.27519805781686,0.16128392217189,8.47727153372783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.39478570749016,Deception,2008,6.3022653612732,0.01899983125731,196,236
21,Deception_2009,15.3424375,12.2178602646341,8.87028368106197,7.03870900351935,1.91119894182993,0.60126918654888,7.27216827458614,12.4386994057143,500.93227085,11.3553327391429,11.8305922614286,12.2547023814286,12.4212619057143,12.4352119057143,7.66028076056182,13.9862142857143,7.89578026553181,1.4247129379621,0.25015808897387,0.82744068845732,0.0976941436279,0.26169858775181,0.1292335950132,8.26901449451309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.12751006168942,Deception,2009,27.702977252453,-0.07169035642508,196,236
22,Deception_2010,13.7355625,11.4973175814634,9.1145349462097,7.06852638647675,1.90863710968717,0.67719019713378,7.30667361993009,12.4276517857143,471.39002084,10.791564882,11.0345982157143,11.1641666657143,11.5431845242857,12.2507583334286,7.43326591815737,12.5813244057143,7.58450603208666,0.86708746637384,0.24642924523651,1.2781299279251,0.08099065785767,0.26008946412601,0.15994056230347,8.43734474907592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.15988927678958,Deception,2010,15.6971158438188,-0.01944351047386,196,236
23,Deception_2011,13.85172917,10.806070122,9.01933253963338,7.03277571028891,2.05027943420237,1.11174130706966,7.27446187050248,12.1672068457143,443.048875002,9.30320446445714,9.66931994057143,11.0358497018571,11.9418244057143,12.1221303577143,7.682159181811,12.6011860114286,7.38885454867395,2.22717745466866,0.20383355940865,0.86297811665827,0.13810507225544,0.2202037896224,0.13209096848973,7.90759123256371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.98249627608654,Deception,2011,30.2999286190076,-0.09024934489355,196,236
24,Deep_2002,15.08,12.5845161290323,9.04969151122701,6.84754370669869,1.97627954488661,0.66195823511329,7.10262586870801,14.37,780.24,10.6557142857143,11.6885714285714,12.9842857142857,13.4585714285714,14.178,7.4616774057323,14.4071428571429,6.86543903071534,2.18429730301428,0.20519387209045,1.10568351174688,0.11744089521132,0.22921013547521,0.15356088405485,8.38773327611371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.87126416181209,Deep,2002,25.4970617464377,-0.061014979905,182,250
25,Deep_2003,18.02,14.035,9.22955904834575,6.82177106323663,1.84788146445688,0.3863835475275,7.13750098543423,16.2471428571429,870.17,11.2265714285714,13.3010714285714,14.6107142857143,15.3917857142857,16.0306428571429,7.84134692467229,16.4457142857143,7.81557219637039,4.19253032786885,0.27680811601826,1.20524889766693,0.14589005548903,0.28471824665158,0.16093156362993,8.84317550081825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.97388959877976,Deep,2003,31.9524340518816,-0.08471940080379,182,250
26,Deep_2004,18.28635417,14.7937020504762,10.1539714169837,7.04311450655848,2.05030881644189,0.74213665698377,7.52747219844187,16.7184672628571,932.00322918,13.1572269351429,13.8675558042857,15.4063020828571,15.8263802082143,16.6071547628571,7.72623918619302,17.7650000014286,7.26277403099742,2.68645955131594,0.19915842381377,1.22364112396543,0.11079324572646,0.21766071981096,0.15705880290242,9.41183475999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.99280569011659,Deep,2004,25.6318581656784,-0.05188280585177,182,250
27,Deep_2005,17.31,14.0237096774194,9.91922880714949,7.26332798544232,1.98584020667348,0.75625832079068,7.53171692914576,15.6957142857143,869.47,12.3348571428571,13.2746428571429,14.3135714285714,15.1632142857143,15.6642142857143,7.94301252660999,16.5185714285714,7.79237292733036,2.41762371760973,0.17642186276382,1.17673637444236,0.11087444055137,0.21151048552743,0.14934955515376,9.16297048635881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.27748777876884,Deep,2005,29.6208184143222,-0.07405370843989,182,250
28,Deep_2006,15.34,11.9966129032258,9.78138713385586,6.73943709603157,2.0218004683862,1.06521155124725,7.17192820284186,13.9157142857143,743.79,10.2702142857143,11.5510714285714,12.3907142857143,13.0085714285714,13.7377142857143,7.44880819067207,13.9157142857143,8.4819843869254,2.64700309360127,0.21625215769159,1.03402914107666,0.13561838827807,0.23000746521402,0.15088385274645,8.71617558260861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.71763662764537,Deep,2006,28.0369740591889,-0.07582133723054,182,250
29,Deep_2007,16.46,12.6717741935484,9.54460486023111,6.8692844537848,2.03712022023939,0.89394028589102,7.18054833024913,13.9042857142857,785.65,11.4295238095238,12,12.4385714285714,13.3485714285714,13.8865714285714,7.76221236154106,14.9614285714286,7.73521885055655,2.10259516129032,0.23951892720636,1.20112922762279,0.11443013359605,0.24024439232316,0.15954506189399,8.65066457434009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.83216423354542,Deep,2007,17.6667947874802,-0.02428534892217,182,250
30,Deep_2008,13.77,10.937619047619,9.38332796196972,6.94462326405591,2.05994784968241,1.10709170781511,7.47093555545674,11.9857142857143,689.07,10.2431428571429,10.38,10.7971428571429,11.4333333333333,11.9251428571429,7.7728673326732,12.48,7.68089000832214,1.09512165898618,0.26469737232673,1.19241737146541,0.09567718546096,0.24975752914398,0.15724087660471,8.27623625415461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.8846754143735,Deep,2008,14.8082216538789,-0.01854987212276,182,250
31,Deep_2009,17.38313542,12.8805040320968,9.39503334179611,6.9449996404965,1.95147688723803,1.07248330508025,7.70039456987827,16.3702157742857,798.59124999,11.0724952390714,11.9746688989286,12.3763802085714,13.33036979,15.9574626487857,7.70039456987827,16.4774791671429,8.32255003671586,3.40349094135467,0.20511220092044,1.05992758888139,0.14322849931846,0.23207712482171,0.14824015850872,8.32255003671586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.99352275325847,Deep,2009,28.2255755478454,-0.07232201466434,182,250
32,Deep_2011,15.52989583,12.3117654568871,9.68392291802792,6.94633378388998,2.04035037184142,0.89709487913428,7.44608886800626,14.0899166657143,763.329458327,10.81915758965,12.1066871275,12.2993712807143,13.17481622,13.8602635407143,7.60010200943014,14.26904613,8.06381133482693,2.12918507447643,0.21017520199828,1.24560136245129,0.11851856189505,0.22469115943033,0.16066966537578,8.78682803889364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.90598341204855,Deep,2011,24.0737068857123,-0.0558647751244,182,250
33,Deshka_2008,16.16,14.31,9.17368491956429,6.95522371079123,2.01482918165666,0.63051232526856,7.4955823491077,15.0785714285714,686.88,13.6737142857143,14.0228571428571,14.31,14.5671428571429,14.9487142857143,7.56133401840271,15.1928571428571,7.04796287703708,0.78695319148936,0.28570866470048,1.03679759491972,0.06199188136071,0.26529158436277,0.14639825061588,8.54317259429573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.94039452913457,Deshka,2008,11.7251801997395,0.01177594442032,196,243
34,Deshka_2009,20.355625,14.825738498125,9.27493594555922,6.9659538638564,2.07254429354969,0.96122059499431,7.68996521915474,16.5584657742857,711.63544791,12.5462797617857,13.4036499260714,14.7884494042857,15.3160133917857,16.2529866071429,7.68996521915474,18.79769494,7.83616103533914,4.54461078876257,0.24809289014195,0.99219283614073,0.14379110195136,0.24032742783112,0.14299387975787,8.31371535056491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.89340957030671,Deshka,2009,45.2480630360123,-0.13859828946645,196,243
35,Deshka_2010,17.36052083,12.2600269103542,9.15178194201986,7.0952980286785,2.05316818610498,1.08874313936761,7.62277646157049,13.68011905,588.481291697,11.31710379575,11.5733783482143,11.6256696435714,12.5123247767857,13.4597775314286,7.79692882257633,14.7863377985714,7.45042426545054,2.08931387137002,0.21930381468586,0.91082787426115,0.11789908113752,0.22808596736688,0.13450781389743,8.06303880265225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.04212984257352,Deshka,2010,27.4887123432091,-0.06937897691505,196,243
36,Deshka_2014,17.74283333,15.7403671866667,9.34442622834836,7.13130564213164,1.86420469248888,1.09394854482663,7.57366572734545,16.76052976,755.53762496,13.7193898796429,15.4574226182143,16.173315475,16.4393199403571,16.6839523796429,7.98024470031804,17.3436547628571,7.27773018405084,2.53663957556545,0.15764077195499,0.971896908596,0.10118462411493,0.21298091064783,0.1382423315921,8.25047768352173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.26710094964276,Deshka,2014,34.9546605032543,-0.08753664381133,196,243
37,EF Chulitna_2008,8.343583333,7.21789880948214,8.83059590944005,7.11771780459223,2.0343091549891,0.7333535645005,7.65452195813719,7.74469940471428,404.202333331,6.73068028272143,6.96212686003571,7.15243601185714,7.54887797610714,7.71957596726429,7.80443003430587,7.822485119,7.43324196743991,0.35869722479545,0.32098772454635,0.93614951287956,0.08297613832419,0.27850132037135,0.13593517237306,8.09724234493954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.08340864960313,EF Chulitna,2008,6.23149975915746,0.00457725777412,188,243
38,EF Chulitna_2009,12.245,9.26129334082143,9.09620023554288,6.95735560064314,2.05640997459683,0.88127368059764,7.93146026618438,11.0894583314286,518.632427086,6.94614047607143,7.86253422592857,9.53832142914286,10.3437224714286,10.9189105644571,8.10017050209504,11.7508630942857,7.21491463657789,3.31640028667222,0.26448080601589,1.3144658281108,0.19663545697521,0.25008484707885,0.16478984635232,8.21492655494524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.90094562604631,EF Chulitna,2009,29.9126730843946,-0.09583006841565,188,243
39,EF Chulitna_2010,10.68416667,8.48190922633929,8.58685976097691,6.78256428362764,1.94870895273403,0.66862727385158,7.10375641060155,9.69267113157143,474.986916675,7.74502425597143,8.00546428564286,8.45713392857143,8.64613839292857,9.41362961354286,7.33781731507583,9.69267113157143,6.77124737840127,0.83507742797956,0.30880536242486,0.73397536489053,0.10773820910632,0.28516448478606,0.12631264318425,7.91823248712532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.83385533089361,EF Chulitna,2010,13.0977707614735,-0.0214193110679,188,243
40,EF Chulitna_2011,10.57,8.1177358490566,8.98663776582478,6.89705457547267,2.0467943731561,0.69191080261437,7.64515153129853,9.57714285714286,430.24,6.85571428571428,7.43214285714286,7.57714285714286,9.39428571428572,9.55014285714286,7.69331319287151,9.57714285714286,7.29208597551782,1.56785246734398,0.21335595879868,0.92072723484896,0.15424733938427,0.22567225782177,0.13912392843156,8.2947269632104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.85026020231657,EF Chulitna,2011,20.5879745202387,-0.05746653765521,188,243
